CO_CURSO,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79
1056078,6,5,6,7,3,6,6,6,6,1,1
1576218,7,7,7,5,7,6,4,6,5,5,1
37895,6,6,6,6,6,6,6,6,6,1,6
2015,6,6,6,4,7,7,3,5,1,6,7
5000478,1,3,6,1,6,2,3,6,2,6,4
1152530,6,6,6,6,6,6,6,6,5,2,6
305484,6,5,6,7,2,4,3,6,3,6,3
80152,6,6,6,6,6,6,6,6,6,4,8
100557,8,6,6,2,7,1,3,6,6,1,1
49133,6,4,4,4,4,5,5,4,3,5,6
99008,7,5,5,5,8,8,7,6,6,1,2
108648,6,3,5,5,4,4,4,5,5,1,1
96012,6,6,4,3,1,4,6,4,3,3,1
67102,6,7,7,7,8,6,4,4,3,5,1
1323493,7,5,7,5,7,6,6,6,6,1,1
1230,6,6,6,7,7,4,2,4,1,6,1
49725,6,6,6,6,6,6,6,6,6,6,6
97327,6,6,6,6,6,5,5,5,5,5,5
101203,3,3,2,8,3,2,7,5,2,6,4
79764,5,5,5,2,4,4,3,6,4,2,1
88026,5,2,5,7,6,6,6,6,5,4,4
83421,6,4,6,6,3,6,6,6,3,4,6
1431630,6,6,6,6,6,6,6,5,6,6,6
1517282,6,7,7,7,7,7,6,6,6,1,8
97980,6,6,6,6,6,6,6,6,6,1,6
1292571,6,5,6,6,6,6,6,6,6,1,6
1517284,4,2,2,1,1,4,3,3,5,4,5
100326,6,6,6,6,6,6,6,6,6,6,6
1102664,8,8,8,8,8,8,8,8,8,8,8
1258646,6,6,6,7,8,6,6,6,6,1,1
1108087,1,2,4,4,5,4,3,4,3,6,4
121297,3,1,3,2,2,3,2,2,2,2,2
5000857,6,5,6,6,5,6,6,6,6,1,1
1518473,4,4,2,2,2,5,3,2,2,2,2
2500024,6,6,6,6,6,6,6,6,6,6,6
1364609,6,6,6,6,6,6,6,6,6,6,6
1109599,5,5,5,5,7,5,5,5,5,4,4
11218,6,2,6,6,7,1,1,3,6,4,1
51277,6,7,5,7,5,4,4,4,3,3,1
1427489,8,8,8,8,8,4,3,4,5,8,8
1382708,8,8,8,8,8,8,8,8,8,8,8
1184319,1,6,6,6,6,6,6,5,4,6,6
86406,5,5,5,1,5,5,5,5,6,3,6
1115471,6,6,2,3,8,6,6,6,6,1,1
1077730,6,5,6,5,6,4,4,6,6,4,4
1188951,6,6,6,5,5,5,6,6,5,2,3
20088,6,6,6,6,6,6,6,6,6,6,6
100326,6,6,6,3,6,6,6,6,6,1,1
9029,6,5,6,4,8,5,5,6,5,4,2
65367,6,6,6,6,6,6,6,6,6,6,6
1321766,6,6,6,6,6,6,6,6,6,6,6
1185928,6,6,6,6,6,6,6,6,6,6,1
89855,8,8,8,8,8,8,8,8,8,8,8
97982,3,3,3,4,4,4,4,4,4,4,4
1419878,6,6,6,7,7,6,4,6,6,1,1
3484,6,6,6,6,6,5,6,6,6,6,6
1210786,6,6,6,6,6,6,6,6,6,1,1
2015,6,6,6,6,6,5,5,6,5,3,1
5000995,6,7,6,6,6,5,6,6,6,3,1
12311,3,6,5,7,7,3,2,6,5,6,5
1116776,6,6,6,8,8,6,6,7,6,1,1
1443418,6,6,6,4,4,6,6,6,6,6,6
1153694,6,5,6,5,7,6,6,6,4,1,3
14692,6,6,6,6,6,6,6,6,6,1,1
57392,4,2,4,1,1,3,3,5,2,5,4
37294,6,5,6,6,8,5,6,6,4,5,6
99010,8,6,6,7,8,6,4,4,5,4,1
1425258,5,7,3,7,7,5,5,7,6,8,1
100296,8,4,3,8,3,8,8,6,6,5,6
50648,6,6,6,5,5,6,6,6,6,1,1
1003652,3,3,6,3,5,6,3,6,6,4,1
2111,1,2,3,7,7,2,7,4,4,2,6
89794,6,3,4,6,6,6,4,3,4,3,2
1427710,6,5,5,6,5,6,5,6,6,6,5
80869,6,3,5,3,1,4,3,1,4,3,1
1051331,6,6,6,6,6,4,4,4,6,1,1
1427754,8,8,5,8,8,8,8,8,8,8,8
1258522,6,4,4,3,7,4,4,6,5,2,3
77144,7,3,7,5,7,6,5,6,1,3,2
111730,4,3,4,5,5,6,5,3,6,8,1
102056,6,6,6,6,7,6,6,6,3,5,1
15468,6,4,6,6,7,6,4,6,5,6,6
1285133,6,6,6,6,7,6,6,1,6,6,6
1002742,6,4,6,6,4,6,5,4,4,5,1
97980,6,6,6,6,6,6,6,6,6,6,6
118496,6,7,6,6,7,6,4,6,6,3,1
97796,6,6,6,6,6,6,6,6,6,6,6
53347,6,6,6,6,4,6,6,5,6,6,1
111408,6,6,6,6,6,6,6,6,6,6,1
19878,6,6,6,6,6,6,6,4,6,1,5
1259979,4,5,6,5,2,5,5,5,5,1,1
1109599,6,6,5,6,7,6,6,6,6,1,1
1258531,6,1,4,4,8,8,4,4,4,4,4
108718,6,6,6,6,6,6,6,6,6,1,1
1389028,1,1,1,5,4,2,3,4,3,3,1
1382760,6,6,6,6,5,6,6,6,6,4,1
21871,5,5,6,5,6,6,5,5,5,2,6
1127161,6,6,6,4,4,6,6,6,6,4,5
1258534,6,5,6,6,7,5,5,6,6,1,1
99638,6,5,6,6,6,5,5,6,6,2,1
1174688,5,5,6,5,5,5,6,6,6,6,5
89849,8,6,6,6,8,6,6,6,6,6,1
1266530,6,6,6,7,7,6,6,6,6,1,1
79036,6,7,7,3,5,6,5,5,5,5,5
11320,4,5,4,4,4,4,4,4,4,4,3
1149950,6,6,6,6,6,6,6,6,6,6,6
3482,6,6,5,5,5,4,4,6,6,1,1
1132199,6,6,6,6,8,6,6,6,8,1,1
1190157,6,6,6,6,5,6,6,6,6,5,3
123149,6,6,6,6,6,6,6,6,6,1,1
108280,6,5,6,6,7,6,4,6,3,5,4
121026,6,6,6,7,7,6,6,6,6,1,1
100754,6,6,6,2,3,5,4,6,6,4,6
8299,5,2,2,3,4,4,2,6,5,6,2
101930,6,6,6,6,6,6,6,6,6,1,1
15448,6,6,6,7,6,6,6,6,6,7,6
1454772,6,6,6,6,5,6,6,6,6,6,6
57176,6,6,6,6,6,6,6,6,6,6,6
121297,5,6,5,5,5,5,5,5,6,1,1
5080,6,6,6,6,6,6,5,6,3,6,4
8291,6,1,1,1,6,3,1,6,6,3,1
66203,6,6,6,6,6,6,6,6,6,1,1
99008,7,6,4,3,3,5,5,6,6,1,1
1333077,6,6,6,7,7,6,6,5,6,2,6
96347,1,5,6,6,3,5,5,6,6,3,2
100296,6,6,5,5,1,6,5,6,6,5,1
17303,2,2,3,8,8,3,3,2,3,6,6
1382794,6,4,6,6,5,5,8,8,6,8,7
22407,6,4,6,7,4,3,3,6,4,3,1
1161836,6,6,6,6,1,5,6,6,6,6,6
1260005,6,7,6,8,8,8,8,8,1,1,6
1342173,6,6,6,6,7,6,6,6,6,1,8
19069,6,7,5,7,7,4,5,3,6,2,1
1153682,6,3,4,4,6,4,4,5,5,3,1
303931,6,6,6,5,6,6,6,6,5,2,1
116504,6,6,6,6,6,6,6,6,6,6,6
80299,4,2,5,5,5,3,3,6,3,5,5
86408,6,6,5,5,6,6,6,6,6,1,1
47662,6,6,6,7,6,6,6,6,6,6,4
117110,5,5,4,4,3,5,5,5,3,3,3
1484068,5,5,5,5,5,4,6,5,5,5,4
18386,6,6,6,7,6,4,6,6,6,1,2
1285860,8,8,4,4,8,4,3,8,8,8,8
111720,1,3,3,4,4,3,4,4,1,6,6
1169573,6,4,3,7,7,1,1,1,4,4,4
104390,4,4,4,1,2,2,2,5,4,5,6
8059,5,5,6,6,5,5,6,5,5,5,6
104390,6,6,6,6,6,6,6,6,6,1,1
58092,4,5,6,7,7,4,5,3,5,3,6
1185928,6,6,6,6,7,6,5,6,6,4,2
1170485,6,6,6,6,6,6,6,6,5,1,1
5498,6,6,6,3,3,3,2,6,6,1,1
83900,4,4,4,4,4,4,4,4,4,4,4
3927,6,6,6,6,6,6,6,6,6,6,6
8587,3,1,1,5,6,2,1,6,3,4,5
30338,6,6,6,6,6,6,6,6,6,2,1
97982,6,2,2,4,8,5,6,4,4,4,1
20060,6,6,6,6,6,6,4,6,5,4,6
99962,6,6,6,6,7,6,6,6,6,1,1
84944,3,1,4,7,8,1,1,3,1,6,4
1190048,8,8,5,5,8,5,5,5,5,2,2
67159,6,6,6,6,6,6,6,6,6,6,6
1170036,6,6,6,6,7,6,6,6,6,1,1
109694,7,7,7,7,7,7,7,7,7,7,7
75175,6,1,1,4,8,1,3,1,1,6,6
28757,6,4,6,6,3,6,6,5,5,5,2
1481788,6,7,6,7,7,6,6,8,6,1,1
4403,5,5,5,7,4,5,6,6,4,5,2
102094,6,5,5,7,4,5,4,5,2,6,5
96711,6,6,6,5,8,5,5,5,5,5,1
47809,6,6,6,6,6,6,6,6,6,1,1
1102225,6,6,6,6,6,6,6,6,6,1,1
1442867,4,4,5,4,4,3,3,3,3,3,4
1285093,6,6,6,7,7,6,6,6,4,1,1
97329,6,6,6,6,1,6,1,6,1,1,6
69806,4,4,6,6,6,3,4,6,4,4,1
1059335,6,6,6,6,4,6,6,4,5,3,3
1260005,6,6,6,6,6,6,6,6,6,6,1
1159062,1,1,4,3,5,6,5,6,3,6,6
13572,1,7,6,7,6,4,4,6,2,4,1
97992,6,4,5,6,5,4,4,6,6,1,1
53347,6,6,6,6,6,6,6,6,6,6,3
1487582,6,6,6,6,6,6,6,6,6,6,6
5001269,2,1,6,1,4,1,4,6,5,5,1
111102,6,6,6,6,6,6,6,6,6,1,1
5001334,6,6,6,6,6,6,6,6,6,1,1
1258522,8,3,4,7,8,7,5,5,8,8,8
122798,6,3,5,1,1,5,5,2,3,5,6
74038,6,3,5,3,4,3,4,6,6,4,1
37802,6,6,6,6,7,6,6,6,6,6,6
100326,6,6,6,6,5,5,5,6,2,2,4
66731,6,6,6,6,6,6,6,6,6,1,1
17083,6,1,6,6,7,7,1,6,1,6,6
23326,6,6,6,6,6,6,6,6,6,1,1
1264960,6,5,4,7,5,6,6,6,5,4,4
21916,6,4,3,4,6,4,4,6,5,1,1
106034,6,6,6,6,6,6,6,6,6,6,6
32314,6,7,6,7,7,5,5,6,6,4,3
111720,5,3,4,4,8,4,3,2,3,3,2
6723,6,5,6,5,7,6,6,6,6,2,1
66290,6,6,5,5,5,5,5,5,4,5,6
20066,6,7,6,7,7,6,6,6,3,5,6
22176,3,3,3,3,3,3,3,3,3,3,3
10597,5,4,4,4,3,2,4,5,2,4,6
57522,6,6,4,1,6,1,1,1,6,6,6
1445324,6,6,6,6,6,6,6,6,6,3,4
99012,6,5,6,6,8,6,5,6,6,1,3
117552,6,6,6,3,6,6,6,6,1,5,1
1279598,6,6,6,6,6,6,6,6,6,1,1
377,1,5,6,1,1,4,6,3,3,4,6
1365027,6,6,6,6,6,6,6,6,6,8,8
1170032,6,7,6,6,8,8,6,6,6,8,1
1170032,6,6,6,6,6,6,6,6,6,1,1
1342712,6,6,6,6,6,6,6,6,6,6,6
1265027,6,7,6,7,7,5,6,5,5,2,4
1382697,7,7,5,7,8,6,6,6,6,7,1
112016,6,7,6,7,6,6,6,4,4,4,1
1166524,6,6,6,5,5,6,3,6,6,6,6
17508,4,2,4,3,7,2,4,4,5,4,6
41155,5,6,3,2,6,3,2,2,4,2,1
1285860,8,8,8,8,8,8,7,1,2,8,4
308,3,7,4,7,7,4,4,6,5,2,1
1332302,6,5,6,4,8,5,4,3,4,5,4
111720,6,5,5,6,4,5,5,5,5,2,2
25155,1,2,3,3,3,4,3,5,2,5,1
100296,8,1,1,8,8,8,8,8,8,8,6
1116776,8,8,4,8,8,8,5,6,8,8,8
1210786,7,7,4,4,6,5,5,6,6,6,5
41122,5,3,3,3,4,4,4,5,4,4,1
10966,5,5,6,6,5,5,5,5,5,5,6
75179,6,3,4,3,3,4,4,4,4,4,4
1120575,6,6,6,8,8,3,3,5,6,1,6
14219,6,6,4,7,7,5,6,5,6,2,1
1485753,5,2,3,3,7,4,3,5,4,1,2
1399129,6,6,6,6,6,6,6,6,6,6,6
97980,2,2,2,2,2,2,2,2,4,2,2
16119,6,2,2,6,7,5,6,1,6,1,6
83850,6,6,6,6,6,6,6,6,6,2,2
1116776,6,4,5,5,8,5,5,3,5,8,6
1483676,6,7,6,7,7,7,7,6,6,1,1
1331440,6,3,4,1,1,2,2,6,6,3,1
100326,6,6,6,6,6,6,6,6,6,6,6
63548,6,6,6,6,6,6,6,6,6,6,6
21589,2,2,3,2,4,5,3,5,6,6,2
1266725,6,6,6,6,6,6,6,6,6,2,6
5000874,6,3,3,3,7,4,2,3,2,6,6
69766,5,3,4,6,6,3,5,6,5,2,1
7413,6,6,7,7,7,7,6,6,6,7,8
1303522,3,3,5,4,5,4,4,5,5,3,1
1486082,6,7,3,3,7,3,2,6,3,6,6
1279594,8,6,4,1,7,2,2,8,3,3,6
117296,6,7,4,7,7,4,5,5,6,1,1
1279540,4,2,3,3,8,2,4,5,5,6,6
72109,2,2,8,7,7,2,1,2,2,6,6
20433,6,6,6,6,6,6,6,6,4,3,3
14778,6,6,6,6,6,6,6,6,6,1,3
1331175,5,2,3,2,2,3,3,2,2,2,3
15130,6,6,6,6,7,3,4,6,6,5,5
1179135,6,6,6,7,8,6,6,6,4,4,1
85095,6,5,7,6,6,4,4,6,5,1,3
1429212,6,6,6,6,8,6,1,3,2,1,1
99012,3,6,6,6,7,6,6,2,5,4,5
97992,7,7,6,7,7,6,6,6,6,8,1
1261745,6,6,6,6,6,6,6,6,6,1,1
54997,5,4,5,5,5,6,4,6,5,4,4
1314232,6,6,6,6,7,6,5,6,6,1,1
1086436,6,6,6,6,6,6,6,6,6,1,1
16090,6,6,6,6,6,6,6,6,6,1,2
1073744,6,6,6,6,6,4,5,6,5,4,4
1071264,1,3,3,4,1,4,4,2,2,5,1
1170032,6,6,6,5,5,5,5,5,5,5,5
99663,6,3,6,7,4,6,6,6,4,4,5
89853,7,7,6,6,7,6,5,6,6,1,8
95577,6,4,6,6,6,6,6,5,4,1,1
5001395,8,1,5,6,6,6,6,2,5,4,6
44940,5,7,4,7,3,4,3,4,2,5,5
1379279,7,7,4,7,8,7,5,6,4,4,5
86762,6,6,6,4,7,4,5,6,6,1,1
106072,6,6,6,6,6,6,6,6,6,6,6
8,1,1,2,2,7,2,4,4,2,5,6
1327484,1,1,3,4,4,2,4,4,4,4,4
75355,5,5,5,7,5,5,5,5,5,5,5
98065,6,4,2,6,6,5,6,5,4,3,5
1543757,8,6,6,6,7,6,4,6,4,2,1
1545139,6,6,6,1,8,6,6,6,6,1,1
1342712,6,6,6,6,4,5,6,6,6,4,4
35717,6,4,6,6,6,5,6,6,4,5,2
97980,6,6,6,6,8,6,6,6,5,4,1
1575207,8,8,8,8,8,8,8,8,8,8,8
121297,8,8,6,8,8,8,8,8,8,8,8
7938,6,1,6,8,8,3,3,6,3,6,2
1170317,6,3,6,4,8,3,4,4,6,5,6
97327,6,6,6,6,6,6,6,6,6,6,6
112042,5,5,5,4,8,5,5,4,5,5,1
1205174,6,6,6,6,6,6,6,6,6,6,6
32885,6,8,6,6,6,6,6,6,6,6,3
14213,3,7,4,7,7,4,4,5,5,3,1
100326,1,5,5,5,5,5,5,5,6,1,1
8037,6,6,6,5,6,4,5,6,6,3,1
74746,6,3,5,5,6,5,6,4,1,6,6
1258522,8,6,6,6,8,6,6,6,6,6,6
10392,4,4,4,5,6,3,4,4,4,5,4
1185928,8,6,6,6,8,6,6,6,6,1,3
20831,4,1,4,6,4,5,5,3,4,6,6
121026,3,3,3,3,3,3,4,4,4,4,4
49636,6,6,6,6,7,6,6,6,6,4,1
1407390,6,5,5,5,6,5,5,6,6,1,1
1466656,8,6,6,6,8,6,6,6,6,6,8
1327347,6,5,5,5,7,4,5,4,5,6,4
1175191,8,6,6,6,8,6,8,8,6,1,1
22770,6,7,7,7,7,6,6,3,2,3,6
13204,2,5,4,7,7,4,5,5,6,2,5
1470281,6,6,7,8,7,6,6,1,6,7,1
1268059,6,6,6,6,6,6,6,6,6,2,4
1425258,6,6,6,6,6,6,6,6,6,1,1
38820,5,5,5,5,6,5,5,5,5,5,1
1278853,1,4,5,2,3,2,3,6,1,6,6
114506,5,7,5,5,8,5,5,6,2,5,1
95755,6,6,6,6,6,6,6,6,6,6,1
106672,6,6,6,6,7,6,6,6,5,1,6
1903,6,6,6,6,6,6,6,6,6,2,1
68315,6,3,3,7,5,4,4,6,5,4,2
89391,5,6,6,7,7,6,4,6,4,4,6
1178852,4,6,6,6,6,6,6,6,6,1,1
102173,5,6,6,7,4,4,3,6,4,6,6
1192302,5,5,5,7,4,5,6,6,1,7,6
4102,5,4,5,7,7,5,5,5,5,5,5
121297,8,8,8,8,3,8,8,8,8,8,6
33011,3,7,6,6,6,5,5,6,6,5,2
86402,6,6,6,6,4,6,6,6,6,1,1
1268059,8,5,5,6,8,6,5,5,3,3,1
8802,6,6,6,5,6,6,5,6,6,2,5
15132,6,4,7,7,7,5,6,4,3,6,6
1164570,6,6,6,7,8,6,6,6,6,1,1
7940,6,6,6,6,6,5,6,5,6,6,6
97980,6,7,6,6,7,6,6,6,6,6,6
7945,6,6,6,6,8,6,6,6,6,1,6
1185928,6,5,5,5,7,5,5,5,8,7,1
1314232,6,6,4,3,4,6,6,6,6,2,1
7290,5,3,4,4,8,4,4,5,4,4,5
15260,5,7,5,5,7,5,5,5,5,1,3
66290,6,6,6,6,6,6,4,6,2,4,5
13714,1,4,2,7,8,4,5,6,5,4,1
97992,6,6,6,6,8,6,6,6,6,5,1
11998,1,3,3,7,1,4,2,1,1,6,6
48793,6,6,3,7,6,6,6,6,6,4,6
1069494,5,5,6,6,5,4,4,6,6,1,1
1205174,5,6,4,5,6,5,5,6,5,5,3
1323836,7,7,7,7,7,7,7,7,7,7,7
1366147,6,6,6,6,8,6,6,8,6,8,6
1384669,6,5,6,5,5,6,5,6,5,5,6
66290,2,4,6,4,6,6,6,1,1,6,4
1419795,6,6,6,6,7,6,7,6,6,1,1
5001268,6,6,6,6,6,5,5,5,5,5,5
103101,6,6,6,6,6,6,6,6,6,6,6
1321507,6,6,6,6,6,6,6,6,5,3,1
866,6,6,6,5,6,5,5,6,4,3,2
97980,6,6,4,5,8,5,5,6,4,3,1
73557,6,6,6,7,6,6,6,6,6,1,1
1190041,8,7,4,4,7,3,4,5,4,4,3
1342814,6,6,6,6,7,6,6,6,6,2,1
19829,3,7,4,7,7,3,3,3,3,3,2
10480,6,7,6,6,6,6,5,3,4,4,3
85375,6,6,6,6,6,6,6,6,6,6,6
97327,6,6,6,6,6,7,6,6,6,6,7
99980,6,5,5,5,1,5,5,5,5,6,6
114987,1,2,2,7,7,7,7,7,7,7,6
89853,6,7,6,6,8,6,6,6,6,1,1
1497521,7,5,5,6,7,6,6,6,5,4,6
1148801,4,4,4,4,4,4,4,4,1,6,6
11615,3,5,5,7,5,5,4,5,4,6,5
97990,7,7,7,8,1,1,7,3,1,6,6
5001268,6,5,6,6,6,5,5,6,5,1,1
1155146,6,6,6,6,6,6,6,6,6,1,1
18587,6,6,6,6,6,6,6,6,6,1,1
7940,6,4,6,6,4,6,6,6,6,4,6
1322605,6,6,6,3,6,4,3,6,6,4,2
5001267,5,5,6,4,4,5,4,6,4,4,5
85140,5,5,6,6,6,6,6,6,6,3,1
1057086,6,6,6,6,6,6,6,6,8,8,8
49019,5,4,5,8,8,5,5,5,2,6,6
18827,6,6,6,5,7,5,6,6,6,1,1
13725,2,2,3,4,4,2,2,5,3,6,5
10868,6,3,6,7,6,6,6,6,6,4,5
1321294,8,6,6,6,8,6,6,6,6,6,6
99008,6,6,6,6,6,6,6,6,6,6,6
110362,5,4,5,5,7,5,4,3,4,6,6
100326,6,7,6,6,7,6,6,6,8,8,1
1170036,6,6,6,6,8,6,6,6,6,1,1
1161357,8,8,8,6,8,8,8,8,8,8,8
1147798,6,6,6,6,6,6,6,6,6,1,1
1556815,7,6,6,6,7,5,5,6,1,1,1
1404207,6,6,6,5,5,5,5,5,6,1,1
121026,6,6,6,7,7,6,6,6,6,1,1
98646,6,2,4,7,1,3,2,2,4,6,4
1279039,5,4,3,6,6,6,6,5,4,4,5
68924,6,5,4,7,6,4,6,6,6,1,1
2532,1,7,6,7,6,6,6,6,4,4,2
1170317,6,6,6,6,1,6,6,6,6,6,6
4548,6,6,6,6,6,6,6,6,6,1,1
86490,6,6,6,4,6,6,6,6,6,2,1
21293,6,3,6,1,8,6,3,6,3,5,3
9292,6,6,6,6,5,6,6,5,6,2,5
20269,5,6,4,5,5,5,5,4,4,4,4
1260005,6,6,6,6,6,6,6,6,6,2,1
150124,6,5,6,6,7,5,5,4,4,4,2
5001295,6,4,3,4,1,3,5,3,6,2,1
1342813,8,6,6,8,8,6,6,6,6,1,1
18983,6,5,6,5,5,6,6,3,6,1,1
1444018,8,8,4,8,1,8,8,6,8,8,8
1423128,6,6,6,7,6,6,6,6,6,6,6
1150252,6,7,8,7,7,1,7,6,6,1,6
47831,4,2,2,3,3,3,3,2,4,5,6
88942,6,5,6,1,4,4,6,6,4,4,2
1348218,7,7,7,7,7,7,7,7,7,7,7
113047,6,6,6,5,6,4,4,6,3,5,7
104434,6,6,6,6,6,6,6,6,6,1,1
111720,6,7,6,6,5,6,6,6,6,8,3
50781,6,6,6,1,1,6,6,6,6,6,1
1441333,6,6,6,6,7,6,6,6,6,8,5
1575200,8,6,6,6,8,6,6,6,6,1,1
19938,6,3,3,7,7,6,6,1,1,6,1
1364194,6,7,6,7,8,6,6,6,6,1,1
98006,8,8,3,3,4,8,8,6,3,7,3
1516,6,6,6,7,6,5,5,6,6,1,1
17553,6,6,6,6,1,6,6,6,6,4,1
120881,6,7,5,5,5,5,6,6,6,1,1
59068,6,6,6,7,8,6,6,6,6,1,1
11230,6,4,6,6,4,6,6,6,4,5,1
68926,6,6,6,6,1,6,6,6,6,1,1
66377,6,5,5,5,5,5,5,5,5,2,2
10480,6,7,2,2,5,5,6,6,3,6,1
15734,6,2,2,2,3,4,4,6,3,4,2
4313,5,8,3,3,5,4,5,5,5,5,5
1334005,5,6,6,4,5,6,6,6,6,2,2
4280,6,6,6,6,6,6,6,6,6,1,1
5001329,6,6,6,6,6,6,6,6,6,1,1
51373,6,7,7,7,7,7,7,7,7,7,7
8291,3,3,3,3,3,3,3,3,3,3,3
31575,5,1,2,2,1,2,1,1,1,6,6
1258522,6,6,6,6,8,6,6,6,6,1,1
1259748,6,6,6,6,8,6,6,6,4,4,1
1342813,6,6,6,7,7,6,6,6,6,1,2
1487587,6,6,6,6,6,5,4,5,5,5,5
1078380,6,7,6,7,5,6,6,6,4,3,1
99980,6,6,6,6,8,6,6,6,6,1,1
18842,3,2,4,4,6,4,4,4,7,4,5
1425258,6,6,6,6,6,4,6,6,6,6,1
1443415,6,1,6,1,8,2,1,2,1,6,6
1597246,5,5,5,5,4,5,5,5,5,1,1
28133,6,6,6,6,6,6,6,6,6,1,1
1124348,8,8,8,8,8,8,8,8,8,8,8
111720,3,4,3,3,8,4,4,6,5,1,1
1304807,6,6,6,6,6,6,6,6,6,1,1
106466,6,6,6,7,7,6,6,6,6,1,2
11315,1,4,6,6,7,4,4,6,3,5,1
34274,6,3,2,5,6,3,3,5,6,3,5
1313405,6,3,4,2,7,5,4,6,6,1,5
1165324,6,6,6,6,1,6,6,6,6,1,1
1306366,6,6,6,6,6,6,1,6,1,6,6
5001295,8,8,6,7,5,5,5,6,6,2,5
31055,4,3,5,3,7,4,2,3,4,4,1
1143730,8,3,6,1,6,5,5,8,8,8,6
19738,6,6,6,6,6,6,6,6,6,2,2
1458731,6,2,4,4,5,5,5,4,2,5,5
8812,6,6,6,6,6,6,6,6,6,1,1
1454930,5,5,5,5,3,4,4,5,3,4,4
1431907,6,6,6,6,6,6,6,6,6,1,4
14363,5,5,6,6,5,4,5,6,5,2,5
20831,5,3,2,6,6,6,5,5,5,5,2
88332,6,4,5,6,8,6,6,6,6,1,4
1115471,5,5,3,3,6,3,5,6,5,5,3
13090,5,7,6,7,7,4,4,6,6,1,3
100326,6,5,6,4,4,5,5,5,6,2,1
121214,6,6,6,6,1,6,6,6,6,6,1
1342445,8,8,8,8,8,8,8,8,8,8,8
1170394,6,5,5,5,7,4,4,5,4,6,6
121297,6,7,5,5,7,5,6,6,5,5,4
10806,6,3,5,7,8,5,5,1,6,2,1
1439993,6,6,5,5,7,6,5,6,6,1,4
21027,5,5,5,5,5,5,5,5,5,5,5
111730,6,6,6,7,6,6,6,6,5,1,4
1387338,6,6,6,6,6,6,6,6,6,1,1
123157,3,2,3,2,1,2,2,4,4,2,3
17416,6,1,2,3,8,4,2,6,3,6,6
101123,6,6,6,6,6,6,6,6,6,6,6
89815,6,2,2,3,2,6,6,6,6,5,1
104404,6,6,6,6,6,6,6,6,4,2,1
10868,6,7,6,7,6,3,3,6,3,6,1
14363,1,6,4,6,6,6,6,6,6,5,6
86974,6,6,6,6,6,5,6,6,6,2,1
3136,5,6,6,6,6,6,5,6,6,6,6
104404,1,1,1,1,1,3,2,3,4,3,4
1441273,6,6,6,6,8,6,6,6,6,1,1
1189915,6,7,6,7,7,5,5,5,5,2,1
112098,6,5,5,7,7,5,5,3,5,4,3
20048,6,6,6,4,5,4,5,6,6,3,1
1485794,8,3,3,3,4,3,4,4,4,5,3
100710,6,7,3,4,2,4,4,5,5,5,6
81314,6,7,6,6,6,5,4,6,1,6,6
18838,5,2,2,4,8,8,4,4,4,4,1
762,3,5,4,7,3,3,3,3,3,6,6
87284,8,7,8,8,8,8,8,8,8,8,8
12317,5,6,5,6,8,1,3,6,6,1,1
121093,5,6,6,5,5,5,5,6,5,1,1
15339,4,5,5,5,6,6,6,6,6,1,6
12317,6,6,6,6,7,6,6,6,6,1,7
39132,6,5,4,3,6,5,5,6,3,3,6
52779,6,6,6,6,6,6,6,6,6,1,1
18772,2,1,3,1,2,3,3,1,2,4,6
101930,6,6,6,6,6,6,6,6,6,1,1
55806,5,2,4,3,8,5,3,2,2,3,6
7274,5,1,6,7,1,6,4,6,1,6,5
1170122,8,8,8,8,8,8,8,8,8,8,8
17534,6,6,6,4,6,6,6,6,6,3,1
1454061,6,2,3,2,1,6,4,6,2,6,6
100296,6,5,5,5,5,5,5,5,5,2,1
5001329,6,6,6,6,6,6,6,4,6,1,1
101265,3,1,3,2,4,4,2,3,2,3,3
1107632,6,6,6,6,5,6,5,6,5,5,1
5498,6,5,4,4,4,3,3,3,3,3,3
29354,2,4,3,7,6,2,2,2,2,5,6
67159,6,1,6,1,7,6,2,4,1,6,6
97980,6,6,6,6,8,6,6,6,6,1,1
19523,6,6,6,6,6,6,6,6,6,6,1
1258034,6,5,6,6,7,5,5,6,6,1,1
52906,6,6,6,6,6,5,6,6,5,3,6
114407,6,7,5,5,7,5,6,6,6,1,7
1405343,6,7,7,7,4,7,7,8,8,8,8
111810,6,6,6,6,6,6,6,6,6,1,1
11230,4,3,4,2,2,3,3,5,5,3,2
53531,6,5,5,3,4,4,4,5,5,4,3
104622,6,6,6,6,6,6,6,6,6,1,5
74480,5,4,5,6,6,6,5,6,4,3,4
13581,1,5,6,6,3,3,4,4,4,4,1
68909,6,6,6,6,6,6,6,6,1,3,1
1102673,5,3,6,8,8,5,6,6,6,1,6
94095,2,7,4,5,4,4,4,6,5,5,1
21459,4,4,2,2,5,6,3,5,2,5,3
1185929,6,6,6,6,6,5,5,6,6,1,1
83126,5,5,5,5,5,4,5,4,5,2,3
7684,6,6,6,6,7,6,6,6,6,1,1
2174,5,6,6,6,6,5,5,6,4,3,1
52906,6,6,6,6,6,6,6,1,3,6,1
116566,1,4,5,6,7,3,3,2,2,5,6
1284100,5,7,4,1,4,4,3,6,1,6,6
96387,6,7,6,6,6,5,6,6,6,1,1
48497,1,3,4,7,6,3,3,6,4,3,3
