CO_CURSO,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79
1396384,8,6,6,6,6,6,4,6,6,6,6
1313170,6,6,6,6,6,6,6,6,6,6,6
58118,6,4,7,7,6,5,5,6,5,1,1
50570,6,6,6,6,8,6,6,5,6,1,1
90657,4,6,6,6,5,6,5,4,4,4,1
1285812,8,7,7,7,8,8,4,4,4,8,8
1171205,6,6,6,6,6,6,6,6,6,3,1
10807,6,5,6,6,7,5,6,6,6,1,1
8061,6,2,1,2,1,5,6,6,6,6,8
1069494,6,6,6,7,7,4,3,6,6,4,1
1304616,6,6,6,6,6,6,6,6,6,1,1
92301,6,6,6,6,6,6,6,6,6,6,6
1313406,6,6,6,6,6,6,6,6,6,6,8
100296,8,5,5,5,7,4,4,5,5,1,1
13113,3,7,6,7,6,6,6,6,5,5,1
114407,6,2,4,4,7,3,3,4,5,1,1
1150260,6,6,7,6,5,6,5,4,6,2,8
100326,1,1,1,1,1,1,1,1,1,1,1
32845,6,6,6,6,6,6,6,6,6,1,1
121677,2,6,6,7,8,5,4,6,1,6,5
97982,6,6,6,6,1,7,7,6,6,1,1
121093,6,6,6,7,6,6,6,6,6,1,1
1180788,5,6,6,7,6,6,6,5,5,5,1
52458,4,4,4,4,3,5,4,4,4,5,4
115720,6,4,5,7,1,4,4,4,3,3,1
16400,1,6,6,7,7,6,5,6,5,1,1
16244,6,6,4,4,1,6,4,4,6,6,1
52352,6,4,6,6,7,3,4,3,3,5,5
121297,6,7,2,2,8,7,2,3,5,1,2
87284,6,6,6,6,7,7,6,6,6,1,1
120879,7,7,6,6,7,6,6,8,6,1,1
1465708,6,6,6,6,8,6,6,6,5,4,1
94508,6,6,6,6,6,6,6,6,6,1,1
5498,5,3,4,7,4,4,5,5,4,4,5
106072,8,8,8,8,8,8,8,8,8,8,8
110844,6,1,4,6,6,3,2,5,2,5,5
110298,6,6,6,6,6,5,6,6,5,6,1
54164,6,6,5,4,5,4,4,3,6,1,3
1162578,6,6,6,6,8,6,6,6,6,1,1
5001295,6,5,4,1,3,4,5,4,6,2,3
1383163,6,6,6,6,6,6,6,6,6,6,1
21069,6,6,6,6,6,6,6,6,2,4,1
1364609,7,4,4,7,8,8,8,4,6,1,1
65731,6,1,6,6,6,6,6,6,6,6,6
1165118,6,1,1,1,1,1,1,6,6,6,1
111998,5,4,4,3,7,4,6,6,5,3,1
121026,6,6,6,6,7,6,6,6,6,7,1
1259389,6,7,5,6,7,5,6,5,5,4,4
66287,4,4,7,6,7,6,6,6,6,6,6
32885,6,3,6,7,6,3,4,6,5,6,4
84894,6,6,6,6,7,6,6,6,6,7,3
1258522,6,6,6,6,8,6,6,6,6,1,1
1382606,8,4,6,3,5,6,6,6,6,8,1
1170036,8,8,8,8,8,8,6,8,5,8,8
54995,6,6,6,6,6,6,6,6,6,6,1
1122220,5,6,7,6,5,6,6,5,5,4,5
100296,8,8,6,6,8,5,5,5,5,8,6
1340998,6,3,3,7,5,3,4,4,4,5,6
90573,6,6,6,6,6,6,6,6,5,1,1
121297,6,6,6,5,7,5,5,5,5,5,5
12566,3,4,5,6,6,6,6,5,6,2,2
1292571,6,5,6,6,6,6,6,6,6,1,1
857,3,3,3,3,3,3,3,4,4,2,3
1305728,6,6,6,6,6,5,5,6,5,1,5
21743,6,6,6,7,8,6,6,6,6,1,1
67985,6,3,6,5,6,3,6,6,6,1,1
1314232,6,6,6,6,6,6,6,6,6,1,1
109886,6,6,6,6,6,3,3,6,3,6,1
15448,6,5,7,7,6,6,6,6,6,1,1
1397078,6,6,6,5,5,6,6,6,6,1,1
1654,3,1,3,3,1,1,1,3,3,1,1
1114765,8,2,3,3,8,8,4,8,8,1,6
111720,6,1,6,7,6,7,7,2,2,6,6
8587,6,6,6,6,6,6,6,6,6,1,1
1427489,6,6,6,5,8,8,5,6,6,1,1
1172340,6,6,6,6,8,6,6,6,2,7,6
35717,6,6,6,6,6,5,6,6,5,4,2
99847,5,3,3,5,4,5,4,5,4,4,1
7274,2,2,2,2,3,2,2,3,2,5,2
1165118,5,6,5,5,7,5,6,5,5,1,1
1258531,4,4,4,4,4,4,4,4,4,4,4
5001380,6,7,7,6,8,8,6,6,8,8,1
16817,6,1,3,7,7,6,6,6,6,1,1
1177033,5,7,6,5,7,6,6,6,6,2,1
47116,1,2,2,6,7,1,1,2,1,6,6
1265319,3,2,6,7,7,2,2,4,3,4,6
1150283,4,7,7,7,6,4,6,6,6,1,3
1183601,5,3,3,3,4,5,6,3,4,5,1
20180,6,6,6,6,6,3,6,6,6,1,1
73346,1,1,1,1,1,1,2,3,3,1,2
10160,6,6,6,5,6,6,6,6,6,1,1
1005895,6,6,6,6,6,6,6,6,6,1,1
1453734,6,6,7,4,8,5,4,6,4,4,5
1279540,6,6,6,5,6,6,6,6,6,6,5
1216500,6,7,6,6,7,6,6,6,8,1,1
121093,8,8,6,8,7,8,5,6,8,1,1
97982,4,2,2,2,1,2,1,1,3,4,6
56318,6,6,6,6,1,6,6,6,6,1,1
1170122,1,1,3,2,1,1,1,6,6,1,1
1526260,6,6,6,6,8,6,6,6,6,1,1
100636,6,6,6,6,6,6,6,6,6,1,2
1135828,6,7,7,7,5,5,5,5,5,3,2
1170122,8,3,1,6,8,8,6,3,6,1,6
63070,4,5,5,4,5,4,4,5,4,4,4
69817,6,4,4,4,7,6,6,6,5,2,1
63646,6,5,6,6,7,4,4,6,5,2,1
119246,6,6,6,6,8,6,6,6,6,1,1
15255,6,7,6,6,6,4,6,6,6,6,6
121093,6,6,6,6,1,6,6,6,6,3,1
20018,6,6,6,6,5,6,6,6,6,1,1
1150260,7,7,7,7,7,6,6,6,6,8,8
97329,6,4,7,7,7,7,7,6,6,4,6
21919,5,3,3,3,5,3,3,3,6,3,2
110522,6,6,6,6,6,6,6,5,6,1,1
1170317,5,5,5,7,8,5,5,5,5,5,5
1457693,6,6,6,7,8,5,5,6,6,1,6
857,6,6,6,6,6,6,6,6,6,6,6
19498,1,2,6,7,5,6,6,6,6,6,1
1189824,6,6,6,6,6,6,6,6,6,1,4
116840,3,4,7,7,6,5,7,5,4,6,5
8295,6,1,1,7,7,4,6,6,6,1,1
1384075,6,6,6,6,6,6,6,6,6,6,6
52136,6,6,6,6,6,6,6,6,6,1,2
87402,6,6,6,6,6,6,6,6,6,1,1
1442964,6,6,6,6,6,6,6,6,6,1,1
1287255,6,5,6,6,6,5,5,6,5,4,5
1279868,6,6,6,6,6,6,6,6,6,6,6
10435,6,1,1,6,4,4,6,1,4,4,6
121026,8,8,6,6,8,6,6,6,6,1,5
1364273,3,3,4,7,7,3,4,3,4,6,4
1132810,6,5,6,5,4,6,6,6,5,2,1
1265024,6,7,6,7,7,6,6,6,6,1,1
91173,6,6,5,6,6,6,6,6,4,4,3
100296,6,6,6,6,6,6,6,6,6,1,4
1425401,8,6,6,7,8,5,8,6,6,1,2
5118,4,1,3,7,5,2,2,6,3,6,6
1385965,6,6,6,6,6,6,6,6,6,6,6
8787,6,6,6,6,6,6,6,6,6,1,1
66097,6,1,4,4,4,4,4,4,4,4,4
1457085,6,3,4,6,6,5,5,5,5,5,1
97992,2,2,2,2,2,3,4,7,2,2,2
23972,3,6,5,4,7,4,4,6,3,5,1
1128675,4,6,6,7,7,6,6,6,6,7,6
1443413,5,2,4,3,1,4,2,5,4,5,1
112524,6,6,6,6,7,6,6,6,6,1,1
7942,4,1,1,1,3,1,2,5,2,5,4
5836,6,6,6,6,6,5,6,2,5,5,1
19069,5,2,3,3,4,4,4,4,4,3,4
121297,6,1,4,6,6,6,6,1,6,7,1
97788,6,6,6,6,8,6,6,5,6,1,1
22001,6,6,6,6,6,6,6,6,6,6,6
35942,6,6,6,7,7,4,3,5,6,2,1
92057,6,6,6,6,6,6,6,6,6,1,1
49636,6,3,3,7,6,4,5,6,5,5,1
1069911,6,6,6,6,6,6,6,6,6,6,6
1170317,6,7,2,7,8,4,4,4,4,3,1
97439,6,3,6,7,7,3,4,5,4,6,1
376,6,7,6,7,7,6,6,6,6,4,1
29462,6,3,1,7,7,1,1,3,1,6,6
9043,6,6,6,6,6,4,4,6,3,3,5
90569,5,6,6,3,5,4,4,5,6,6,6
1122220,4,6,6,6,6,6,6,6,6,2,1
97990,5,1,3,4,4,4,4,4,4,4,4
1342712,6,6,6,6,7,6,6,6,6,1,1
1170317,6,6,6,6,8,5,5,6,6,1,1
111720,6,6,6,7,7,5,5,6,5,1,5
96002,6,6,6,6,6,6,6,6,6,6,6
15162,6,6,6,6,6,6,6,6,4,4,4
20007,6,7,6,7,6,5,5,6,5,6,6
3394,6,6,6,6,6,6,6,6,6,6,6
1304529,5,4,5,3,5,5,4,5,5,4,4
1436,2,4,5,5,5,4,2,1,3,5,6
1323836,6,6,6,6,7,4,4,6,6,1,1
123157,4,4,4,4,4,4,4,4,4,4,1
1533354,8,4,7,7,1,6,4,6,5,3,4
1170032,4,5,4,7,7,1,1,2,2,4,2
48929,4,2,3,5,5,1,1,2,2,3,1
1321507,6,5,5,5,7,4,4,5,5,3,3
1538007,3,4,3,3,6,3,6,4,3,1,1
1166528,6,5,5,7,8,6,8,6,4,8,2
1124348,6,6,6,6,7,6,6,6,6,1,1
1340998,6,6,6,6,6,6,6,6,6,1,1
1265319,1,6,6,6,7,5,5,6,4,6,6
1230,5,7,6,7,6,6,6,6,6,1,1
66377,6,4,6,6,6,6,6,1,4,4,1
1167598,6,1,6,7,2,5,5,2,4,6,3
99012,6,5,5,3,8,2,8,4,6,8,5
51678,5,4,5,5,6,5,5,5,5,4,3
1314140,6,6,6,6,7,6,6,6,6,1,1
119448,6,2,1,7,7,6,4,6,4,6,1
38208,3,6,4,6,7,5,2,6,3,6,4
100326,6,6,6,6,6,6,6,6,6,1,1
34972,6,6,6,6,6,6,6,6,6,3,6
53335,6,1,3,4,6,6,6,6,6,4,1
60322,6,6,5,5,8,6,3,5,1,6,6
114588,6,3,6,6,3,6,6,6,6,1,1
44940,5,4,6,7,5,6,6,3,3,2,4
19531,6,5,5,6,6,5,5,5,4,6,1
7940,4,1,1,1,6,6,5,6,5,2,2
1351654,6,6,7,7,7,6,6,6,6,1,8
111726,6,1,6,6,1,6,6,6,6,6,6
97980,6,5,6,6,6,6,6,6,6,5,2
314238,2,5,6,2,5,5,5,5,5,4,2
1114765,6,6,6,6,6,6,6,6,6,6,6
79760,6,6,6,6,5,5,6,6,6,6,6
12724,1,5,4,7,7,4,3,6,1,6,5
20026,6,6,6,6,6,6,6,6,6,2,1
14876,6,6,6,6,6,6,6,6,6,4,1
27557,3,3,6,7,7,3,1,5,1,6,6
11537,2,6,6,6,6,6,6,4,6,5,1
1166817,6,1,6,7,6,6,6,1,6,1,1
114407,6,7,5,4,7,4,5,1,1,1,1
97992,6,6,6,6,8,6,6,6,6,1,1
36356,1,3,3,3,4,2,1,3,1,3,5
108006,6,1,6,5,5,6,6,2,6,1,4
11220,6,5,6,4,8,6,6,6,6,2,1
1342524,8,5,5,8,7,5,5,5,5,2,1
5000879,6,6,6,6,6,6,6,6,6,1,1
4926,6,6,6,6,6,6,6,6,6,6,4
121093,6,6,7,6,6,6,6,6,7,7,1
21270,6,6,6,5,6,6,6,5,6,6,6
7497,5,4,6,4,6,5,5,6,5,5,4
97992,6,3,6,4,8,5,5,3,4,1,1
39387,5,6,6,5,6,6,6,6,4,1,6
1379781,8,8,6,6,6,2,6,6,6,1,1
1455350,8,8,6,6,8,6,6,6,6,8,8
1213442,6,6,6,7,6,6,5,6,6,6,1
1342712,6,5,6,6,5,6,6,6,6,5,6
111726,5,6,6,6,6,4,4,4,6,4,5
7683,6,6,6,6,6,6,6,6,6,6,6
5000873,5,6,6,6,7,6,6,6,6,1,1
18428,5,4,6,5,6,4,4,6,6,2,1
7123,6,3,4,7,6,3,7,6,7,7,1
89335,6,6,7,6,6,6,6,6,2,1,6
5001227,6,7,6,7,7,6,6,6,6,1,1
1159868,6,6,6,7,6,3,5,6,3,3,3
38841,4,3,4,4,4,4,4,4,4,4,4
69806,6,3,4,1,7,5,4,6,5,3,1
22176,1,4,5,3,6,3,1,6,2,6,2
13398,6,6,6,6,8,5,5,4,5,3,1
52192,6,6,6,6,7,4,4,4,5,4,1
19544,6,7,3,2,5,6,3,6,3,3,1
1126004,6,6,6,5,6,6,6,6,6,1,1
1457102,8,6,6,7,7,5,6,6,8,1,1
1178366,6,8,7,6,8,6,6,6,6,1,6
1438433,6,5,5,6,5,4,5,6,6,1,1
111464,6,6,8,6,8,6,6,6,6,8,8
31055,6,6,6,7,7,6,6,6,6,1,1
312703,2,4,6,6,2,4,3,5,2,6,4
1456942,6,5,4,4,7,5,5,6,6,2,2
114506,8,1,8,8,8,1,1,6,8,8,8
1292571,6,7,6,6,6,7,6,7,7,6,6
121093,6,6,6,6,6,6,6,6,6,1,1
97980,6,7,6,6,7,6,6,6,6,1,1
1290455,6,6,6,6,6,6,6,6,6,1,1
1322305,6,6,6,6,7,5,6,6,6,1,1
19516,3,1,4,5,1,4,1,6,1,6,6
5567,6,6,5,5,7,6,6,6,6,7,1
1266478,6,4,6,5,1,6,6,5,4,3,4
121417,5,4,3,2,5,5,5,5,6,1,1
392,4,4,5,3,3,4,3,4,5,4,1
122912,6,6,6,6,6,6,6,6,6,1,1
1323575,6,5,6,6,3,4,4,4,5,4,4
1030522,6,6,6,5,6,5,6,6,6,6,6
96002,4,2,3,2,1,3,2,4,2,6,3
48589,6,6,6,6,6,6,6,6,6,1,1
9922,6,7,8,6,6,7,8,7,7,6,8
1304865,2,4,4,7,7,4,2,2,1,2,4
1304602,6,6,6,6,6,6,6,6,6,1,1
1342445,6,6,5,5,6,6,5,6,4,6,6
1258519,6,6,6,6,8,6,6,6,6,1,6
5835,6,4,4,5,4,5,4,4,4,4,5
91814,1,4,4,7,6,3,2,5,6,2,2
19798,6,2,2,6,7,6,6,6,6,6,1
9817,6,5,6,7,6,6,6,6,5,5,2
117110,4,6,6,6,6,5,4,5,4,3,6
1166528,8,7,6,8,8,8,8,8,8,8,1
8295,6,7,5,7,6,5,6,6,4,6,6
1314252,6,6,6,6,7,6,6,6,6,4,1
1151028,7,5,5,5,6,6,6,6,5,4,7
86404,6,6,6,6,6,6,6,6,6,1,1
1439013,6,6,6,6,6,6,6,6,6,1,1
1185929,6,6,6,6,3,6,2,6,6,6,6
1185929,6,4,6,4,4,4,4,6,5,5,1
1132199,6,6,6,6,7,6,6,6,5,8,6
95500,6,7,6,7,6,3,3,6,3,5,1
43657,6,7,4,4,6,6,6,6,6,1,3
1314232,6,6,6,6,7,6,6,4,6,4,1
1280448,2,4,6,5,6,6,6,5,6,2,1
97980,5,3,2,8,8,3,4,6,4,5,5
5961,2,2,6,6,6,5,3,2,2,6,5
98659,6,4,6,1,7,6,6,1,6,3,6
15132,1,2,2,3,7,2,2,2,2,5,4
79690,1,7,6,7,6,4,4,6,4,6,6
121297,6,6,6,6,6,6,6,6,6,1,1
1055542,5,5,6,3,4,6,5,2,1,6,6
1115471,4,4,4,4,4,4,4,4,4,4,4
1260075,6,6,6,6,8,6,6,6,6,1,1
1170317,6,6,6,6,8,7,8,8,6,3,1
8762,6,5,6,5,6,6,6,6,6,3,1
103334,4,5,4,4,4,4,4,4,4,4,4
81048,6,6,6,6,6,6,5,6,6,6,6
1258455,5,4,5,4,1,5,4,5,5,3,4
81079,6,6,6,6,6,6,6,6,6,1,1
100326,6,6,6,7,6,6,6,6,6,3,3
23477,6,7,6,6,7,5,5,6,6,4,1
21541,1,3,6,7,6,4,5,6,3,5,6
111108,6,6,5,5,7,5,5,8,5,1,5
20180,6,6,6,5,5,6,6,5,5,2,2
1443967,6,6,5,5,5,5,5,6,5,6,5
1452736,6,6,6,6,8,2,4,2,6,1,1
1342814,6,6,6,6,7,5,5,6,4,6,5
963,5,5,5,7,7,5,5,5,3,5,6
69767,6,5,5,7,6,5,6,6,4,5,5
115794,1,6,6,7,8,4,4,6,6,2,1
120879,6,6,6,6,7,6,6,4,6,5,5
121297,5,5,5,5,4,4,4,4,4,4,4
96711,8,7,6,7,6,8,8,8,8,8,8
13203,1,4,6,7,6,5,5,5,5,3,1
17947,6,5,6,4,4,3,4,6,3,2,1
3129,4,4,6,6,8,5,6,6,3,4,2
54869,6,6,6,6,6,6,6,5,6,2,1
74094,6,6,6,6,6,6,6,1,3,6,3
5000565,4,5,5,5,5,4,4,6,6,1,1
1204663,6,6,6,6,6,6,6,4,5,4,2
1388943,5,5,6,5,6,5,5,4,6,3,1
1269879,5,4,6,7,7,6,6,3,6,4,3
1375997,4,6,6,6,8,6,6,6,5,1,1
116434,6,6,6,2,1,6,6,6,3,3,1
1266530,6,6,6,6,6,6,6,6,6,1,4
10058,5,3,7,7,6,3,5,6,4,4,1
90655,6,6,6,6,6,6,6,6,6,6,6
1205174,6,6,6,6,8,6,4,6,6,1,1
1314982,7,6,6,6,6,6,6,6,6,6,6
5000144,6,6,6,1,1,6,6,5,5,6,1
5001384,6,5,4,7,5,5,5,6,6,1,1
1350817,6,6,5,6,7,5,6,5,6,8,8
39391,4,4,4,4,4,4,4,4,4,4,4
148,2,6,6,3,4,6,6,6,3,6,6
100311,8,6,6,6,8,6,6,6,4,1,1
95751,5,4,4,3,2,4,4,4,2,6,5
12572,7,6,7,7,6,7,7,7,7,6,6
41876,6,2,4,6,6,6,6,4,6,5,1
111658,3,7,6,7,7,5,5,3,4,2,1
5001397,6,5,5,7,6,2,4,5,3,6,1
22001,3,3,4,6,3,6,5,3,5,4,6
111720,6,6,6,1,7,6,6,5,3,4,6
48706,6,6,6,6,6,6,6,6,6,1,6
1185928,6,6,6,6,6,6,6,6,6,1,3
1154370,6,4,6,5,7,4,6,5,6,1,1
1074143,6,3,5,5,8,5,5,5,4,5,5
1139496,7,7,7,7,7,7,7,7,7,7,7
1342712,6,6,6,6,8,6,6,6,6,1,1
1484090,8,8,8,8,8,8,8,8,8,8,8
97982,6,5,6,6,8,6,6,6,5,5,6
1442169,8,6,8,8,8,8,5,6,6,8,1
19516,2,7,6,6,7,6,6,5,4,6,6
16580,5,6,6,6,6,6,5,6,6,1,4
1108137,6,6,6,5,4,6,6,6,6,6,6
1364629,6,7,7,6,8,6,4,6,6,8,8
1429212,6,6,6,7,6,6,6,6,6,1,5
3685,6,6,6,6,7,6,6,4,6,4,1
1292697,6,7,6,6,7,6,6,6,6,1,1
1365651,6,6,6,7,6,6,6,6,6,1,3
15848,7,5,4,5,5,5,5,4,5,5,5
1483676,6,7,6,7,7,6,5,6,6,1,1
117600,6,6,6,6,6,6,6,6,6,6,6
20651,6,6,6,6,4,3,2,5,4,2,3
97992,8,7,6,7,7,6,6,6,6,1,6
100326,6,6,6,6,6,6,6,6,6,1,1
29675,7,3,7,7,7,3,3,7,7,7,7
1483881,6,6,6,6,8,6,6,6,6,6,1
305484,5,4,5,5,5,5,5,5,5,5,5
112042,4,5,5,3,7,4,4,4,4,4,4
56188,6,6,6,6,6,6,6,6,5,2,1
1083696,6,6,6,6,6,6,6,6,5,2,1
21743,6,6,6,4,7,6,5,6,6,3,1
1396028,6,6,6,8,8,6,6,6,6,1,1
18827,5,5,5,5,5,5,5,5,5,1,1
1457097,6,6,6,7,7,6,6,6,6,6,1
1446256,8,8,6,6,8,6,5,6,6,8,1
100326,6,6,6,6,6,6,6,6,6,6,6
97980,6,6,6,4,5,6,6,6,5,6,2
101110,6,6,7,6,4,6,6,6,6,1,4
1326875,6,6,6,1,7,5,6,5,7,7,6
121028,6,7,1,5,8,5,4,6,5,1,1
99008,6,6,6,6,7,6,6,6,6,1,1
111730,6,6,6,6,6,6,6,6,6,1,6
1177033,5,4,5,8,8,5,5,5,5,1,1
1280204,6,4,4,3,3,5,5,5,5,2,1
99008,5,6,5,5,5,6,6,6,6,6,6
111316,6,6,6,5,8,5,5,5,6,5,1
1166545,6,3,5,4,4,5,5,6,5,2,1
97982,2,1,2,1,1,4,4,3,6,3,3
87925,6,6,6,3,5,6,6,3,3,5,5
66161,6,6,6,6,6,5,5,6,4,5,5
1313217,8,8,6,6,6,6,6,6,6,1,1
1304682,6,6,6,3,1,6,6,6,6,6,1
1331046,6,6,6,7,6,6,6,5,5,2,1
67985,6,6,5,6,6,6,6,6,6,2,1
100326,6,6,6,6,6,6,6,6,6,6,6
117030,6,6,6,6,8,5,6,6,6,1,4
1114765,8,8,5,8,7,8,8,6,5,3,8
95393,2,3,2,6,2,1,2,2,6,6,6
43489,5,4,5,1,3,4,1,2,3,6,6
96383,6,2,3,7,5,4,4,3,1,6,6
38302,6,3,7,4,6,6,6,6,6,1,2
1188474,1,4,3,6,2,2,2,2,4,5,1
1323493,3,6,6,6,5,6,6,5,5,5,5
13299,1,3,5,1,7,2,4,6,6,1,1
1163511,6,6,6,6,3,4,5,5,5,5,3
1115471,3,3,3,3,2,2,5,2,1,6,6
1161555,6,4,6,6,8,6,6,4,6,1,1
97445,6,5,6,7,5,5,5,4,5,5,3
1427662,7,7,7,7,7,7,7,7,7,7,7
8580,7,7,7,6,7,4,4,4,6,6,6
115338,3,4,5,3,4,5,5,5,4,4,3
1156266,6,6,6,6,8,6,6,6,6,1,1
19598,6,5,6,6,6,6,6,4,5,6,1
20527,7,3,6,7,7,4,3,6,1,4,6
1205174,6,6,6,6,8,6,6,6,6,1,3
1478302,6,6,6,6,8,6,6,6,6,1,1
100324,6,6,6,6,7,6,6,6,6,1,1
1166524,4,1,4,1,1,5,5,3,5,4,6
74750,6,5,6,6,6,6,6,6,5,5,8
22404,4,6,6,7,7,4,4,5,4,6,7
100326,6,6,6,6,7,6,6,6,6,1,1
1170036,6,6,6,6,6,6,6,6,6,6,6
1268059,6,7,6,7,7,6,6,6,6,1,1
1268059,6,6,6,7,7,5,6,6,6,2,4
37240,6,4,4,4,6,6,5,6,6,1,5
1070572,6,6,6,6,6,6,6,6,6,2,1
23672,1,1,4,5,4,1,1,6,4,6,3
111720,6,5,5,8,8,5,5,6,5,2,6
1120581,8,8,6,8,8,5,5,6,6,8,8
1185941,6,1,6,6,1,6,6,4,6,1,1
89855,5,7,5,5,7,6,6,5,5,3,3
1263601,5,5,6,5,6,4,5,6,6,3,6
95500,6,3,6,6,6,6,2,5,5,3,1
100326,6,7,6,7,8,5,6,6,5,8,1
67106,6,1,4,7,6,5,5,1,5,1,6
89321,6,6,6,6,6,6,6,6,6,6,6
70428,6,6,6,6,6,6,6,6,6,1,1
63496,6,6,6,6,6,6,6,6,6,6,1
1148015,6,4,6,6,6,4,4,4,6,7,4
5000988,6,6,6,6,6,6,6,6,6,1,1
1323006,6,6,6,6,8,6,6,5,4,2,1
1188088,3,5,6,6,4,6,5,5,4,3,1
100260,4,4,5,4,5,3,4,6,5,3,6
100296,6,6,6,6,6,6,6,6,6,1,1
21775,6,6,6,4,8,5,6,6,6,3,4
1291244,5,5,5,5,4,4,4,5,5,6,4
1419763,6,7,6,6,7,6,5,6,6,1,1
5001269,6,6,5,6,6,6,5,5,6,5,6
7,4,4,4,7,7,5,5,3,4,4,6
12571,3,7,4,7,8,3,3,6,6,1,1
1124348,6,6,6,6,7,6,6,6,6,1,1
1427612,8,8,8,8,3,3,3,3,5,4,3
121385,6,6,6,3,6,6,3,6,4,6,2
110394,5,2,7,7,7,2,3,3,3,6,6
120717,6,6,6,6,8,1,1,2,3,4,4
90475,1,3,4,7,6,3,3,6,6,4,8
121297,3,3,6,6,6,6,6,6,6,1,6
121093,8,8,6,7,1,5,5,6,6,4,5
54836,6,4,6,4,4,5,2,4,6,4,1
1429912,6,6,6,6,6,6,6,6,6,6,6
88870,6,6,7,5,6,5,5,6,4,6,6
72501,6,6,6,6,6,6,6,6,3,6,6
5001334,6,5,6,5,6,5,6,6,5,3,5
6160,6,6,3,3,6,4,6,4,2,6,1
1382794,6,6,6,7,8,6,6,6,6,1,1
18852,3,5,4,3,5,3,2,6,5,2,1
96781,3,3,6,5,5,5,5,5,5,2,1
54834,6,6,6,6,6,6,6,6,6,1,1
5380,6,6,6,6,6,6,6,6,6,1,1
29661,6,6,6,2,6,2,3,3,5,5,3
104201,6,6,6,6,7,6,6,6,1,6,6
65346,6,6,6,6,6,6,4,6,6,5,1
1132319,6,6,6,6,8,6,6,6,6,1,1
121297,6,6,6,6,6,6,6,6,6,6,6
56188,6,7,5,5,5,5,5,6,5,5,2
121028,6,5,6,6,8,6,6,6,6,1,1
49092,6,6,6,6,6,4,4,6,6,4,1
47809,6,1,6,3,2,6,5,6,6,1,1
1386992,6,6,6,6,6,6,6,6,6,4,1
1188933,1,1,1,1,6,7,4,1,1,6,6
1074619,6,6,6,6,5,6,6,6,6,6,1
52906,6,6,6,5,6,6,6,6,6,1,1
14363,6,6,6,7,1,6,6,1,6,1,2
109324,6,5,5,5,3,3,6,5,4,4,1
1445590,6,6,6,6,6,6,6,6,6,6,6
1205894,6,6,6,6,6,6,6,6,6,6,6
121297,6,6,6,6,1,6,6,6,6,6,6
1172815,6,6,6,6,6,6,6,6,3,8,6
128,4,6,7,6,8,3,3,4,1,3,1
1102982,6,6,6,6,8,3,6,6,8,1,1
74392,6,6,6,6,6,6,6,6,6,1,1
6492,6,4,6,6,6,6,6,6,6,6,6
111720,6,6,6,6,7,6,6,6,6,2,1
18864,5,7,6,5,6,6,6,6,5,1,1
111726,8,8,8,8,7,6,8,8,8,8,6
2174,4,5,6,6,6,5,5,5,6,2,1
1533155,5,8,5,5,7,5,5,5,5,2,1
11993,6,4,6,6,6,6,6,6,6,6,6
1382605,8,8,5,7,8,4,8,3,3,5,6
1313152,6,5,6,6,5,6,6,2,6,4,5
121028,6,6,6,6,8,6,6,6,3,3,8
40657,6,6,6,6,7,4,6,6,6,5,3
7940,6,6,4,4,3,4,4,4,4,4,4
3836,6,6,6,6,6,5,6,6,4,6,5
58790,6,6,6,6,6,6,6,6,6,1,4
18396,6,1,4,7,6,5,6,6,6,1,1
388,6,6,6,6,6,6,6,6,6,6,6
1278988,6,5,6,7,7,5,5,6,5,2,3
5000565,5,2,4,4,4,4,3,5,5,1,1
97980,6,3,1,1,1,2,2,3,3,1,1
14356,1,2,5,3,3,4,4,6,5,5,1
15830,6,6,6,6,6,5,4,6,6,6,1
19537,4,1,4,5,3,1,2,2,2,4,1
1260005,6,4,6,7,7,7,3,2,4,2,6
39132,6,2,3,4,5,4,3,5,3,3,4
1382707,8,8,5,5,8,6,1,5,5,8,1
18278,6,6,6,7,7,6,6,5,6,2,2
1427489,7,3,5,6,8,8,1,6,6,6,1
53531,6,5,6,4,6,6,6,6,6,1,1
1170317,6,6,5,4,4,4,4,4,4,4,4
75066,6,6,6,6,6,6,6,1,6,1,1
1453386,7,7,7,6,7,6,6,7,7,6,6
1888,6,6,6,6,6,6,5,6,5,2,1
54830,5,6,6,7,6,6,6,6,6,3,4
39279,3,7,3,7,7,5,4,6,2,5,6
100326,6,6,6,6,6,6,6,6,6,1,1
17509,6,5,5,5,6,6,6,6,6,6,6
121297,8,8,6,6,7,8,6,6,8,8,6
97980,6,6,5,6,5,5,5,5,5,5,5
1415581,6,5,6,6,8,6,6,6,6,2,1
1108283,3,2,6,3,7,3,2,4,4,4,4
63494,6,7,6,6,7,6,6,6,6,4,1
59561,6,5,6,6,5,6,6,6,6,4,3
79784,1,1,6,6,1,6,4,4,1,6,1
112688,1,5,5,4,1,4,2,4,5,2,6
111726,6,5,5,5,5,5,6,5,4,4,5
34612,6,6,6,6,7,6,6,6,7,1,8
8943,6,4,3,7,6,3,4,5,4,3,1
1417984,6,6,6,6,4,6,6,6,6,4,1
1384434,6,6,6,4,6,5,6,5,6,3,1
79764,6,6,6,3,1,2,4,6,6,5,2
1183432,6,7,6,7,6,4,2,6,6,6,1
47864,6,5,5,4,5,6,6,6,6,6,6
